uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
SP,COVID,HOSPITAL,"80 - 89",F,154
SP,COVID,HOSPITAL,"80 - 89",M,148
SP,COVID,IGNORADO,"80 - 89",F,1
SP,COVID,IGNORADO,"80 - 89",M,1
SP,COVID,OUTRO,"80 - 89",F,1
SP,COVID,OUTRO,"80 - 89",M,4
SP,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,6
SP,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,3
SP,COVID,POSTO_SAUDE,"80 - 89",F,1
SP,COVID,VIA_PUBLICA,"80 - 89",F,1
SP,INDETERMINADA,AMBULANCIA,"80 - 89",M,1
SP,INDETERMINADA,DOMICILIO,"80 - 89",F,26
SP,INDETERMINADA,DOMICILIO,"80 - 89",M,28
SP,INDETERMINADA,HOSPITAL,"80 - 89",F,10
SP,INDETERMINADA,HOSPITAL,"80 - 89",M,7
SP,INDETERMINADA,IGNORADO,"80 - 89",F,1
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,2
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,141
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,125
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,893
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,647
SP,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",F,5
SP,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",M,3
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,20
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,15
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,82
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,61
SP,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"80 - 89",F,1
SP,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"80 - 89",M,3
SP,PNEUMONIA,DOMICILIO,"80 - 89",F,219
SP,PNEUMONIA,DOMICILIO,"80 - 89",M,244
SP,PNEUMONIA,HOSPITAL,"80 - 89",F,3227
SP,PNEUMONIA,HOSPITAL,"80 - 89",M,3080
SP,PNEUMONIA,IGNORADO,"80 - 89",F,7
SP,PNEUMONIA,IGNORADO,"80 - 89",M,13
SP,PNEUMONIA,OUTRO,"80 - 89",F,55
SP,PNEUMONIA,OUTRO,"80 - 89",M,52
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,190
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,170
SP,PNEUMONIA,POSTO_SAUDE,"80 - 89",F,2
SP,PNEUMONIA,POSTO_SAUDE,"80 - 89",M,3
SP,SEPTICEMIA,DOMICILIO,"80 - 89",F,71
SP,SEPTICEMIA,DOMICILIO,"80 - 89",M,58
SP,SEPTICEMIA,HOSPITAL,"80 - 89",F,2397
SP,SEPTICEMIA,HOSPITAL,"80 - 89",I,1
SP,SEPTICEMIA,HOSPITAL,"80 - 89",M,1766
SP,SEPTICEMIA,IGNORADO,"80 - 89",F,10
SP,SEPTICEMIA,IGNORADO,"80 - 89",M,5
SP,SEPTICEMIA,OUTRO,"80 - 89",F,30
SP,SEPTICEMIA,OUTRO,"80 - 89",M,18
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,97
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,54
SP,SEPTICEMIA,POSTO_SAUDE,"80 - 89",F,2
SP,SEPTICEMIA,POSTO_SAUDE,"80 - 89",M,1
SP,SRAG,DOMICILIO,"80 - 89",F,1
SP,SRAG,HOSPITAL,"80 - 89",F,16
SP,SRAG,HOSPITAL,"80 - 89",M,11
SP,SRAG,OUTRO,"80 - 89",F,1
SP,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
TO,OUTRAS,DOMICILIO,"80 - 89",F,23
TO,OUTRAS,DOMICILIO,"80 - 89",M,44
TO,OUTRAS,HOSPITAL,"80 - 89",F,45
TO,OUTRAS,HOSPITAL,"80 - 89",M,48
TO,OUTRAS,IGNORADO,"80 - 89",F,1
TO,OUTRAS,OUTRO,"80 - 89",F,3
TO,OUTRAS,OUTRO,"80 - 89",M,3
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,3
TO,OUTRAS,VIA_PUBLICA,"80 - 89",F,1
TO,COVID,HOSPITAL,"80 - 89",F,3
TO,COVID,HOSPITAL,"80 - 89",M,2
TO,INDETERMINADA,HOSPITAL,"80 - 89",F,1
TO,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
TO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,2
TO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,6
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,6
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,9
TO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
TO,PNEUMONIA,DOMICILIO,"80 - 89",F,3
TO,PNEUMONIA,DOMICILIO,"80 - 89",M,3
TO,PNEUMONIA,HOSPITAL,"80 - 89",F,39
TO,PNEUMONIA,HOSPITAL,"80 - 89",M,35
TO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
TO,SEPTICEMIA,DOMICILIO,"80 - 89",F,1
TO,SEPTICEMIA,DOMICILIO,"80 - 89",M,3
TO,SEPTICEMIA,HOSPITAL,"80 - 89",F,28
TO,SEPTICEMIA,HOSPITAL,"80 - 89",M,25
TO,SRAG,DOMICILIO,"80 - 89",M,1
TO,SRAG,HOSPITAL,"80 - 89",M,1
AC,OUTRAS,DOMICILIO,"90 - 99",F,10
AC,OUTRAS,DOMICILIO,"90 - 99",M,8
AC,OUTRAS,HOSPITAL,"90 - 99",F,10
AC,OUTRAS,HOSPITAL,"90 - 99",M,11
AC,OUTRAS,OUTRO,"90 - 99",F,1
AC,COVID,HOSPITAL,"90 - 99",F,1
AC,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
AC,INDETERMINADA,DOMICILIO,"90 - 99",M,1
AC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,1
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,3
AC,PNEUMONIA,HOSPITAL,"90 - 99",F,4
AC,PNEUMONIA,HOSPITAL,"90 - 99",M,13
AC,PNEUMONIA,OUTRO,"90 - 99",M,1
AC,SEPTICEMIA,HOSPITAL,"90 - 99",F,7
AC,SEPTICEMIA,HOSPITAL,"90 - 99",M,5
AL,OUTRAS,DOMICILIO,"90 - 99",F,102
AL,OUTRAS,DOMICILIO,"90 - 99",M,45
AL,OUTRAS,HOSPITAL,"90 - 99",F,52
AL,OUTRAS,HOSPITAL,"90 - 99",M,33
AL,OUTRAS,IGNORADO,"90 - 99",F,1
AL,OUTRAS,IGNORADO,"90 - 99",M,1
AL,OUTRAS,OUTRO,"90 - 99",F,1
AL,OUTRAS,OUTRO,"90 - 99",M,2
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,8
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,4
AL,OUTRAS,VIA_PUBLICA,"90 - 99",F,1
AL,COVID,HOSPITAL,"90 - 99",M,2
AL,INDETERMINADA,DOMICILIO,"90 - 99",F,1
AL,INDETERMINADA,DOMICILIO,"90 - 99",M,4
AL,INDETERMINADA,HOSPITAL,"90 - 99",F,2
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,18
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,11
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,22
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,4
AL,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,2
AL,PNEUMONIA,DOMICILIO,"90 - 99",F,9
AL,PNEUMONIA,DOMICILIO,"90 - 99",M,6
AL,PNEUMONIA,HOSPITAL,"90 - 99",F,52
AL,PNEUMONIA,HOSPITAL,"90 - 99",M,27
AL,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,6
AL,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
AL,SEPTICEMIA,DOMICILIO,"90 - 99",F,10
AL,SEPTICEMIA,DOMICILIO,"90 - 99",M,6
AL,SEPTICEMIA,HOSPITAL,"90 - 99",F,39
AL,SEPTICEMIA,HOSPITAL,"90 - 99",M,20
AL,SEPTICEMIA,IGNORADO,"90 - 99",F,1
AL,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,2
AL,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
AL,SRAG,HOSPITAL,"90 - 99",F,2
AL,SRAG,HOSPITAL,"90 - 99",M,1
AM,OUTRAS,DOMICILIO,"90 - 99",F,64
AM,OUTRAS,DOMICILIO,"90 - 99",M,47
AM,OUTRAS,HOSPITAL,"90 - 99",F,50
AM,OUTRAS,HOSPITAL,"90 - 99",M,25
AM,OUTRAS,OUTRO,"90 - 99",F,2
AM,OUTRAS,OUTRO,"90 - 99",M,2
AM,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
AM,INDETERMINADA,DOMICILIO,"90 - 99",F,2
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,2
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,5
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,11
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,9
AM,PNEUMONIA,DOMICILIO,"90 - 99",F,3
AM,PNEUMONIA,DOMICILIO,"90 - 99",M,2
AM,PNEUMONIA,HOSPITAL,"90 - 99",F,51
AM,PNEUMONIA,HOSPITAL,"90 - 99",M,46
AM,SEPTICEMIA,DOMICILIO,"90 - 99",M,1
AM,SEPTICEMIA,HOSPITAL,"90 - 99",F,18
AM,SEPTICEMIA,HOSPITAL,"90 - 99",M,9
AM,SEPTICEMIA,OUTRO,"90 - 99",F,1
AM,SRAG,DOMICILIO,"90 - 99",F,2
AM,SRAG,DOMICILIO,"90 - 99",M,1
AM,SRAG,HOSPITAL,"90 - 99",F,2
AM,SRAG,OUTRO,"90 - 99",M,1
AP,OUTRAS,DOMICILIO,"90 - 99",F,5
AP,OUTRAS,DOMICILIO,"90 - 99",M,5
AP,OUTRAS,HOSPITAL,"90 - 99",F,5
AP,OUTRAS,HOSPITAL,"90 - 99",M,6
AP,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
AP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,2
AP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,1
AP,PNEUMONIA,DOMICILIO,"90 - 99",M,1
AP,PNEUMONIA,HOSPITAL,"90 - 99",F,9
AP,PNEUMONIA,HOSPITAL,"90 - 99",M,8
AP,PNEUMONIA,IGNORADO,"90 - 99",M,1
AP,SEPTICEMIA,HOSPITAL,"90 - 99",F,1
AP,SEPTICEMIA,HOSPITAL,"90 - 99",M,4
BA,OUTRAS,DOMICILIO,"90 - 99",F,575
BA,OUTRAS,DOMICILIO,"90 - 99",M,344
BA,OUTRAS,HOSPITAL,"90 - 99",F,340
BA,OUTRAS,HOSPITAL,"90 - 99",M,228
BA,OUTRAS,IGNORADO,"90 - 99",F,3
BA,OUTRAS,IGNORADO,"90 - 99",M,1
BA,OUTRAS,OUTRO,"90 - 99",F,11
BA,OUTRAS,OUTRO,"90 - 99",M,15
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,65
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,28
BA,OUTRAS,VIA_PUBLICA,"90 - 99",F,4
BA,OUTRAS,VIA_PUBLICA,"90 - 99",M,6
BA,COVID,DOMICILIO,"90 - 99",F,1
BA,COVID,DOMICILIO,"90 - 99",M,1
BA,COVID,HOSPITAL,"90 - 99",F,8
BA,COVID,HOSPITAL,"90 - 99",M,4
BA,COVID,OUTRO,"90 - 99",F,1
BA,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
BA,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
BA,INDETERMINADA,DOMICILIO,"90 - 99",F,10
BA,INDETERMINADA,DOMICILIO,"90 - 99",M,6
BA,INDETERMINADA,HOSPITAL,"90 - 99",F,2
BA,INDETERMINADA,HOSPITAL,"90 - 99",M,1
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,58
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,33
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,96
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,69
BA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",F,4
BA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",M,2
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,9
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,7
BA,PNEUMONIA,DOMICILIO,"90 - 99",F,39
BA,PNEUMONIA,DOMICILIO,"90 - 99",M,13
BA,PNEUMONIA,HOSPITAL,"90 - 99",F,240
BA,PNEUMONIA,HOSPITAL,"90 - 99",M,177
BA,PNEUMONIA,IGNORADO,"90 - 99",F,3
BA,PNEUMONIA,IGNORADO,"90 - 99",M,1
BA,PNEUMONIA,OUTRO,"90 - 99",F,4
BA,PNEUMONIA,OUTRO,"90 - 99",M,1
BA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,25
BA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,19
BA,SEPTICEMIA,DOMICILIO,"90 - 99",F,28
BA,SEPTICEMIA,DOMICILIO,"90 - 99",M,16
BA,SEPTICEMIA,HOSPITAL,"90 - 99",F,208
BA,SEPTICEMIA,HOSPITAL,"90 - 99",M,108
BA,SEPTICEMIA,IGNORADO,"90 - 99",F,1
BA,SEPTICEMIA,OUTRO,"90 - 99",F,4
BA,SEPTICEMIA,OUTRO,"90 - 99",M,2
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,36
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,13
BA,SRAG,DOMICILIO,"90 - 99",F,1
BA,SRAG,HOSPITAL,"90 - 99",F,4
BA,SRAG,HOSPITAL,"90 - 99",M,3
BA,SRAG,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
CE,OUTRAS,DOMICILIO,"90 - 99",F,370
CE,OUTRAS,DOMICILIO,"90 - 99",M,205
CE,OUTRAS,HOSPITAL,"90 - 99",F,165
CE,OUTRAS,HOSPITAL,"90 - 99",M,93
CE,OUTRAS,IGNORADO,"90 - 99",F,5
CE,OUTRAS,IGNORADO,"90 - 99",M,7
CE,OUTRAS,OUTRO,"90 - 99",F,14
CE,OUTRAS,OUTRO,"90 - 99",M,11
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,18
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,8
CE,OUTRAS,VIA_PUBLICA,"90 - 99",M,1
CE,COVID,DOMICILIO,"90 - 99",F,1
CE,COVID,HOSPITAL,"90 - 99",F,3
CE,COVID,HOSPITAL,"90 - 99",M,4
CE,INDETERMINADA,DOMICILIO,"90 - 99",F,2
CE,INDETERMINADA,DOMICILIO,"90 - 99",M,6
CE,INDETERMINADA,HOSPITAL,"90 - 99",F,3
CE,INDETERMINADA,HOSPITAL,"90 - 99",M,1
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,45
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,27
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,58
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,23
CE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"90 - 99",F,1
CE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",F,3
CE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,3
CE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,2
CE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"90 - 99",M,1
CE,PNEUMONIA,AMBULANCIA,"90 - 99",M,1
CE,PNEUMONIA,DOMICILIO,"90 - 99",F,91
CE,PNEUMONIA,DOMICILIO,"90 - 99",M,76
CE,PNEUMONIA,HOSPITAL,"90 - 99",F,340
CE,PNEUMONIA,HOSPITAL,"90 - 99",I,1
CE,PNEUMONIA,HOSPITAL,"90 - 99",M,198
CE,PNEUMONIA,IGNORADO,"90 - 99",F,3
CE,PNEUMONIA,OUTRO,"90 - 99",F,5
CE,PNEUMONIA,OUTRO,"90 - 99",M,2
CE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,37
CE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,12
CE,SEPTICEMIA,DOMICILIO,"90 - 99",F,28
CE,SEPTICEMIA,DOMICILIO,"90 - 99",M,19
CE,SEPTICEMIA,HOSPITAL,"90 - 99",F,135
CE,SEPTICEMIA,HOSPITAL,"90 - 99",I,1
CE,SEPTICEMIA,HOSPITAL,"90 - 99",M,92
CE,SEPTICEMIA,IGNORADO,"90 - 99",F,2
CE,SEPTICEMIA,IGNORADO,"90 - 99",M,4
CE,SEPTICEMIA,OUTRO,"90 - 99",F,3
CE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,12
CE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,6
CE,SRAG,DOMICILIO,"90 - 99",M,1
CE,SRAG,HOSPITAL,"90 - 99",F,3
CE,SRAG,HOSPITAL,"90 - 99",M,3
CE,SRAG,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
DF,OUTRAS,DOMICILIO,"90 - 99",F,54
DF,OUTRAS,DOMICILIO,"90 - 99",M,26
DF,OUTRAS,HOSPITAL,"90 - 99",F,82
DF,OUTRAS,HOSPITAL,"90 - 99",M,40
DF,OUTRAS,OUTRO,"90 - 99",F,7
DF,OUTRAS,OUTRO,"90 - 99",M,4
DF,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,6
DF,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,4
DF,COVID,DOMICILIO,"90 - 99",F,1
DF,COVID,HOSPITAL,"90 - 99",F,1
DF,COVID,HOSPITAL,"90 - 99",M,5
DF,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,3
DF,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,6
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,25
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,13
DF,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",F,2
DF,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",M,1
DF,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
DF,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
DF,PNEUMONIA,DOMICILIO,"90 - 99",F,13
DF,PNEUMONIA,DOMICILIO,"90 - 99",M,3
DF,PNEUMONIA,HOSPITAL,"90 - 99",F,113
DF,PNEUMONIA,HOSPITAL,"90 - 99",M,76
DF,PNEUMONIA,OUTRO,"90 - 99",F,7
DF,PNEUMONIA,OUTRO,"90 - 99",M,3
DF,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,8
DF,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,2
DF,SEPTICEMIA,DOMICILIO,"90 - 99",F,5
DF,SEPTICEMIA,DOMICILIO,"90 - 99",M,3
DF,SEPTICEMIA,HOSPITAL,"90 - 99",F,57
DF,SEPTICEMIA,HOSPITAL,"90 - 99",M,33
DF,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,2
ES,OUTRAS,DOMICILIO,"90 - 99",F,109
ES,OUTRAS,DOMICILIO,"90 - 99",M,45
ES,OUTRAS,HOSPITAL,"90 - 99",F,128
ES,OUTRAS,HOSPITAL,"90 - 99",M,63
ES,OUTRAS,OUTRO,"90 - 99",F,6
ES,OUTRAS,OUTRO,"90 - 99",M,1
ES,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,5
ES,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,6
ES,OUTRAS,VIA_PUBLICA,"90 - 99",F,1
ES,OUTRAS,VIA_PUBLICA,"90 - 99",M,2
ES,COVID,HOSPITAL,"90 - 99",F,10
ES,COVID,HOSPITAL,"90 - 99",M,5
ES,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,11
ES,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,7
ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,33
ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,21
ES,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,3
ES,PNEUMONIA,DOMICILIO,"90 - 99",F,18
ES,PNEUMONIA,DOMICILIO,"90 - 99",M,19
ES,PNEUMONIA,HOSPITAL,"90 - 99",F,178
ES,PNEUMONIA,HOSPITAL,"90 - 99",I,1
ES,PNEUMONIA,HOSPITAL,"90 - 99",M,99
ES,PNEUMONIA,IGNORADO,"90 - 99",M,1
ES,PNEUMONIA,OUTRO,"90 - 99",F,2
ES,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,11
ES,SEPTICEMIA,DOMICILIO,"90 - 99",F,11
ES,SEPTICEMIA,DOMICILIO,"90 - 99",M,4
ES,SEPTICEMIA,HOSPITAL,"90 - 99",F,115
ES,SEPTICEMIA,HOSPITAL,"90 - 99",M,58
ES,SEPTICEMIA,OUTRO,"90 - 99",M,1
ES,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,2
ES,SRAG,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
GO,OUTRAS,DOMICILIO,"90 - 99",F,90
GO,OUTRAS,DOMICILIO,"90 - 99",M,59
GO,OUTRAS,HOSPITAL,"90 - 99",F,113
GO,OUTRAS,HOSPITAL,"90 - 99",M,77
GO,OUTRAS,IGNORADO,"90 - 99",F,7
GO,OUTRAS,IGNORADO,"90 - 99",M,3
GO,OUTRAS,OUTRO,"90 - 99",F,23
GO,OUTRAS,OUTRO,"90 - 99",M,19
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,22
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,15
GO,COVID,DOMICILIO,"90 - 99",F,3
GO,COVID,DOMICILIO,"90 - 99",M,1
GO,COVID,HOSPITAL,"90 - 99",F,4
GO,COVID,HOSPITAL,"90 - 99",M,1
GO,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",F,3
GO,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
GO,INDETERMINADA,HOSPITAL,"90 - 99",F,1
GO,INDETERMINADA,OUTRO,"90 - 99",F,1
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,22
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,20
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,25
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,28
GO,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"90 - 99",M,1
GO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",F,5
GO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",M,4
GO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,10
GO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,7
GO,PNEUMONIA,DOMICILIO,"90 - 99",F,22
GO,PNEUMONIA,DOMICILIO,"90 - 99",M,21
GO,PNEUMONIA,HOSPITAL,"90 - 99",F,196
GO,PNEUMONIA,HOSPITAL,"90 - 99",M,123
GO,PNEUMONIA,IGNORADO,"90 - 99",F,4
GO,PNEUMONIA,IGNORADO,"90 - 99",M,6
GO,PNEUMONIA,OUTRO,"90 - 99",F,5
GO,PNEUMONIA,OUTRO,"90 - 99",M,4
GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,33
GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,23
GO,SEPTICEMIA,DOMICILIO,"90 - 99",F,6
GO,SEPTICEMIA,HOSPITAL,"90 - 99",F,65
GO,SEPTICEMIA,HOSPITAL,"90 - 99",I,1
GO,SEPTICEMIA,HOSPITAL,"90 - 99",M,44
GO,SEPTICEMIA,IGNORADO,"90 - 99",F,2
GO,SEPTICEMIA,IGNORADO,"90 - 99",M,2
GO,SEPTICEMIA,OUTRO,"90 - 99",M,1
GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,9
GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,6
GO,SRAG,HOSPITAL,"90 - 99",F,1
GO,SRAG,HOSPITAL,"90 - 99",M,1
MA,OUTRAS,AMBULANCIA,"90 - 99",F,1
MA,OUTRAS,AMBULANCIA,"90 - 99",M,1
MA,OUTRAS,DOMICILIO,"90 - 99",F,96
MA,OUTRAS,DOMICILIO,"90 - 99",M,102
MA,OUTRAS,HOSPITAL,"90 - 99",F,69
MA,OUTRAS,HOSPITAL,"90 - 99",M,53
MA,OUTRAS,IGNORADO,"90 - 99",F,1
MA,OUTRAS,OUTRO,"90 - 99",F,3
MA,OUTRAS,OUTRO,"90 - 99",M,6
MA,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,3
MA,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,3
MA,OUTRAS,VIA_PUBLICA,"90 - 99",F,1
MA,OUTRAS,VIA_PUBLICA,"90 - 99",M,1
MA,COVID,HOSPITAL,"90 - 99",F,2
MA,COVID,HOSPITAL,"90 - 99",M,2
MA,INDETERMINADA,DOMICILIO,"90 - 99",F,2
MA,INDETERMINADA,DOMICILIO,"90 - 99",M,2
MA,INDETERMINADA,HOSPITAL,"90 - 99",F,1
MA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,10
MA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,10
